experiment_id,job_id,job_key,condition,workflow,run_id,task_id,repetition,category,answer_type,status,outcome,attempt_count,successful_attempt_count,selected_attempt_ended_at,final_answer,expected_answer,correct,grading_status,grader_extracted_answer,grader_reasoning,grader_confidence,contract_valid,error_reason,model_calls,input_tokens,output_tokens,reasoning_tokens,total_tokens,cost_usd,wall_time_ms
hle-smoke-5-paid-e2e-v1,job_cb100bec7f21d6f79330f830,debate-e-low-a2-r1|66ea814c5544860edb5aa9fa|job:job_cb100bec7f21d6f79330f830,debate-e-low-a2-r1,debate,afdeee82-20fa-46b3-84f4-2d658f939aa6,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,success,completed_valid,1,1,2026-06-13T02:27:28.264442Z,\(s \approx 1.8\times10^{-3}\ \text{mol L}^{-1}\),1.776 * 10^-3,True,graded,\(s \approx 1.8\times10^{-3}\ \text{mol L}^{-1}\),"The extracted answer 1.8×10^-3 mol L^-1 is very close to the given correct answer 1.776×10^-3 mol L^-1, differing only by rounding. This is within a small margin of error for a numerical result, so it matches the correct answer.",100,1,correct,5,4707,5977,3548,10684,0.0094456,26999.98429196421
hle-smoke-5-paid-e2e-v1,job_28f83c64d1ce9d777b081d2c,debate-e-low-a2-r1|670147f7dc193e3fa8260419|job:job_28f83c64d1ce9d777b081d2c,debate-e-low-a2-r1,debate,93130998-4e62-42c8-9444-98e868788ed6,670147f7dc193e3fa8260419,1,Math,short_answer,success,completed_valid,1,1,2026-06-13T02:27:19.064373Z,4,3,False,graded,4,"The extracted final answer is 4, which does not match the correct answer 3. These are different values, so the response is incorrect.",100,1,shared_reasoning_error,5,2651,3081,1774,5732,0.005044150000000001,20936.733999988064
hle-smoke-5-paid-e2e-v1,job_4d39ac53a0b35f1ca6abb294,debate-e-low-a2-r1|6702db18a423c5b9f9c1c49c|job:job_4d39ac53a0b35f1ca6abb294,debate-e-low-a2-r1,debate,12d4439b-e502-4755-b56e-0ec19ae7d2f2,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,success,completed_valid,1,1,2026-06-13T02:27:32.710094Z,"Yes—exotic-ammonia would still show ammonia inversion tunneling; changing the protons’ nuclear spin from \(1/2\) to \(0\) alters exchange-symmetry/selection rules and the detailed level pattern, but it does not remove the inversion pathway because the potential barrier and nuclear masses governing the tunneling are essentially the same.",no,False,graded,"Yes—exotic-ammonia would still show ammonia inversion tunneling; changing the protons’ nuclear spin from \(1/2\) to \(0\) alters exchange-symmetry/selection rules and the detailed level pattern, but it does not remove the inversion pathway because the potential barrier and nuclear masses governing the tunneling are essentially the same.","The extracted answer says ""Yes,"" but the correct answer is ""no."" These are directly contradictory, so the response does not match the required answer.",100,1,shared_reasoning_error,5,2676,1809,484,4485,0.00368795,13637.061959016137
hle-smoke-5-paid-e2e-v1,job_ca63a15f321a09040cefa5c7,debate-e-low-a2-r1|670f00dc79750a6c73259f4d|job:job_ca63a15f321a09040cefa5c7,debate-e-low-a2-r1,debate,b72d3ab3-9aa5-43cd-94a1-6d0bab5ae17a,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,success,completed_valid,1,1,2026-06-13T02:27:01.251850Z,D,E,False,graded,D,"The extracted final answer is D, which does not match the correct answer E. This is a direct mismatch, so the response is incorrect.",100,1,shared_reasoning_error,5,1203,826,440,2029,0.00192865,6994.098583003506
hle-smoke-5-paid-e2e-v1,job_53502177f5db2ed25f1cfe8b,debate-e-low-a2-r1|671f449c879059a81a74468c|job:job_53502177f5db2ed25f1cfe8b,debate-e-low-a2-r1,debate,3e4b75a9-d79e-45f1-8123-1f1f0ad61f16,671f449c879059a81a74468c,1,Other,multiple_choice,success,completed_valid,1,1,2026-06-13T02:26:58.118849Z,B,D,False,graded,B,"The extracted final answer is B, but the correct answer is D. These do not match, so the response is incorrect.",100,1,shared_reasoning_error,4,878,789,435,1667,0.00116185,4647.380167036317
hle-smoke-5-paid-e2e-v1,job_ad9108e511102fd4570b4059,sample-e-low-a3|66ea814c5544860edb5aa9fa|job:job_ad9108e511102fd4570b4059,sample-e-low-a3,independent_sample,a41fa99f-b4aa-41df-9484-57bee087dfd3,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,success,completed_valid,1,1,2026-06-13T02:26:54.250412Z,1.8\times 10^{-3}\ \text{mol L}^{-1},1.776 * 10^-3,True,graded,1.8\times 10^{-3}\ \text{mol L}^{-1},"The extracted answer is 1.8×10^-3 mol L^-1, while the correct answer is 1.776×10^-3 mol L^-1. These values are numerically very close, differing only by a small rounding amount, so they match within a reasonable margin of error.",100,1,correct,4,3046,7841,5344,10887,0.012308850000000001,38089.174999971874
hle-smoke-5-paid-e2e-v1,job_d38083a45d2f855a88e3d595,sample-e-low-a3|670147f7dc193e3fa8260419|job:job_d38083a45d2f855a88e3d595,sample-e-low-a3,independent_sample,1a780ae8-6b43-42ae-ac94-b7b10f394e6b,670147f7dc193e3fa8260419,1,Math,short_answer,success,completed_valid,1,1,2026-06-13T02:26:44.025559Z,**4**,3,False,graded,4,"The extracted final answer is 4, which does not match the correct answer 3. This is a direct numerical discrepancy, so the response is incorrect.",100,1,model_error,4,1705,5563,4321,7268,0.0083135,28047.06079198513
hle-smoke-5-paid-e2e-v1,job_10b0239be0c52e7a0df19654,sample-e-low-a3|6702db18a423c5b9f9c1c49c|job:job_10b0239be0c52e7a0df19654,sample-e-low-a3,independent_sample,fed1ad6c-8b13-4a60-b882-386732185886,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,success,completed_valid,1,1,2026-06-13T02:26:53.463036Z,"Yes. Replacing the hydrogens with spin‑0 “protons” would not stop ammonia’s inversion tunneling, because tunneling depends mainly on the masses and the inversion potential, which are unchanged. What would change are the nuclear‑spin symmetry/selection rules and thus the detailed spectroscopy (allowed levels and transition intensities), not the existence of tunneling.",no,False,graded,"Yes. Replacing the hydrogens with spin‑0 “protons” would not stop ammonia’s inversion tunneling, because tunneling depends mainly on the masses and the inversion potential, which are unchanged. What would change are the nuclear‑spin symmetry/selection rules and thus the detailed spectroscopy (allowed levels and transition intensities), not the existence of tunneling.","The extracted final answer says the molecule would still exhibit tunneling, but the provided correct_answer is ""no."" These are direct opposites, so the response does not match the correct answer.",100,1,model_error,4,1671,1882,613,3553,0.0040195000000000005,9424.378915980924
hle-smoke-5-paid-e2e-v1,job_002bcd451fed2554cf9b6920,sample-e-low-a3|670f00dc79750a6c73259f4d|job:job_002bcd451fed2554cf9b6920,sample-e-low-a3,independent_sample,4ac462c6-e95a-44ee-9516-17720f061243,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,success,completed_valid,1,1,2026-06-13T02:26:16.154093Z,C,E,False,graded,C,"The extracted answer is C, but the correct answer is E. These do not match, so the response is incorrect.",100,1,model_error,3,339,318,116,657,0.00046530000000000003,2498.834625002928
hle-smoke-5-paid-e2e-v1,job_a56ca69fd57a3080acb74f5d,sample-e-low-a3|671f449c879059a81a74468c|job:job_a56ca69fd57a3080acb74f5d,sample-e-low-a3,independent_sample,9b4b8a83-d350-41ef-a395-10cae9eb3561,671f449c879059a81a74468c,1,Other,multiple_choice,success,completed_valid,1,1,2026-06-13T02:26:13.648770Z,B,D,False,graded,B,"The extracted final answer is B, but the correct answer is D. These do not match, so the response is incorrect.",100,1,model_error,3,318,744,533,1062,0.0009935999999999999,4549.1479999618605
hle-smoke-5-paid-e2e-v1,job_00c7d8b5f5b9166bef34b539,self-critic-e-low-r1|66ea814c5544860edb5aa9fa|job:job_00c7d8b5f5b9166bef34b539,self-critic-e-low-r1,self_critic,d532bb9c-4bbd-492d-9775-72e15fff55fd,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,success,completed_valid,1,1,2026-06-13T02:26:15.965991Z,**Solubility of Al(OH)\(_3\)** in pure water: \(\boxed{1.8\times 10^{-3}\ \text{mol L}^{-1}}\),1.776 * 10^-3,True,graded,1.8×10^-3 mol L^-1,"The extracted answer is numerically very close to the correct answer 1.776 × 10^-3 mol L^-1. Rounding to 1.8 × 10^-3 is an acceptable small-margin approximation, so they match.",100,1,correct,2,1160,6004,5033,7164,0.007737000000000001,40090.16554104164
hle-smoke-5-paid-e2e-v1,job_343e81328d616611f37dd7c4,self-critic-e-low-r1|670147f7dc193e3fa8260419|job:job_343e81328d616611f37dd7c4,self-critic-e-low-r1,self_critic,2f5a3d3f-7e36-4fbd-9cac-fb8c13bb70d2,670147f7dc193e3fa8260419,1,Math,short_answer,success,completed_valid,1,1,2026-06-13T02:25:57.937296Z,4,3,False,graded,4,"The response’s final answer is 4, but the provided correct answer is 3. These do not match, so the extracted answer is incorrect.",100,1,model_error,2,544,3265,2586,3809,0.00419005,23005.061957985163
hle-smoke-5-paid-e2e-v1,job_c37ede362781ff9a1004388a,self-critic-e-low-r1|6702db18a423c5b9f9c1c49c|job:job_c37ede362781ff9a1004388a,self-critic-e-low-r1,self_critic,14126c90-bcaf-4577-b635-ac2babc108ca,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,success,completed_valid,1,1,2026-06-13T02:26:09.092397Z,"Yes. Even if the three hydrogens are replaced by identical \(I=0\) “exotic protons,” the ammonia molecule would still exhibit umbrella inversion tunneling, because tunneling is determined primarily by the inversion barrier and the nuclear masses/effective reduced mass—not by nuclear-spin quantum number. The \(I=0\) change would instead alter the permutation-symmetry/selection rules and thus the detailed rotational–inversion level structure and relative statistical weights, but it would not remove the inversion tunneling itself.",no,False,graded,"Yes. Even if the three hydrogens are replaced by identical \(I=0\) “exotic protons,” the ammonia molecule would still exhibit umbrella inversion tunneling, because tunneling is determined primarily by the inversion barrier and the nuclear masses/effective reduced mass—not by nuclear-spin quantum number. The \(I=0\) change would instead alter the permutation-symmetry/selection rules and thus the detailed rotational–inversion level structure and relative statistical weights, but it would not remove the inversion tunneling itself.","The extracted final answer says the molecule would still exhibit tunneling, which does not match the provided correct answer of 'no'. This is a direct contradiction, not a minor wording difference.",100,1,model_error,2,736,1347,351,2083,0.00183095,11146.358416008297
hle-smoke-5-paid-e2e-v1,job_4fb41e8744fd2a5faeeb5ec0,self-critic-e-low-r1|670f00dc79750a6c73259f4d|job:job_4fb41e8744fd2a5faeeb5ec0,self-critic-e-low-r1,self_critic,917993c8-f9e0-4640-bc27-01fad3ad87e8,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,success,completed_valid,1,1,2026-06-13T02:25:35.868314Z,D,E,False,graded,D,"The extracted final answer is D, which does not match the correct answer E. Therefore the response is incorrect.",100,1,model_error,2,331,329,180,660,0.00047745000000000003,3900.3128340118565
hle-smoke-5-paid-e2e-v1,job_6af353c0f3b84479fb7f2f2e,self-critic-e-low-r1|671f449c879059a81a74468c|job:job_6af353c0f3b84479fb7f2f2e,self-critic-e-low-r1,self_critic,8682a9b6-1f34-40c9-aa24-67365c40b460,671f449c879059a81a74468c,1,Other,multiple_choice,success,completed_valid,1,1,2026-06-13T02:25:34.924625Z,B,D,False,graded,B,"The extracted final answer is B, but the correct answer is D. These do not match, so the response is incorrect.",100,1,model_error,2,326,428,240,754,0.0006002,4048.1201669899747
hle-smoke-5-paid-e2e-v1,job_3aa66b09ebeab1629ac6d279,solo-e-low|66ea814c5544860edb5aa9fa|job:job_3aa66b09ebeab1629ac6d279,solo-e-low,solo,ba719cbc-b90c-4f13-bb16-03da9aee1eef,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,success,completed_valid,1,1,2026-06-13T02:25:31.959894Z,\(\boxed{S \approx 9.9\times 10^{-3}\ \text{mol L}^{-1}}\),1.776 * 10^-3,False,graded,\(\boxed{S \approx 9.9\times 10^{-3}\ \text{mol L}^{-1}}\),"The extracted final answer is about 9.9×10^-3 mol L^-1, which does not match the correct answer 1.776×10^-3 mol L^-1 and is not within a reasonable numerical margin of error. Therefore, the response is incorrect.",100,1,model_error,1,111,2351,1477,2462,0.0029609500000000004,15025.12437500991
hle-smoke-5-paid-e2e-v1,job_10d1adf9ac5d798e6a10739a,solo-e-low|670147f7dc193e3fa8260419|job:job_10d1adf9ac5d798e6a10739a,solo-e-low,solo,250f56b0-ec30-4556-91c0-f4258dcfc3fe,670147f7dc193e3fa8260419,1,Math,short_answer,success,completed_valid,1,1,2026-06-13T02:25:26.185122Z,The minimal number of isolated critical points of a smooth function \(f:T^2\to\mathbb R\) is \(\boxed{4}\).,3,False,graded,The minimal number of isolated critical points of a smooth function \(f:T^2\to\mathbb R\) is \(\boxed{4}\).,"The extracted answer states 4, but the provided correct answer is 3. These do not match, so the response is incorrect.",99,1,model_error,1,75,1501,1088,1576,0.0018912500000000001,10304.559040989261
hle-smoke-5-paid-e2e-v1,job_8075580274c5138c222257f5,solo-e-low|6702db18a423c5b9f9c1c49c|job:job_8075580274c5138c222257f5,solo-e-low,solo,b1d56862-db09-447f-95f7-70f9ef060448,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,success,completed_valid,1,1,2026-06-13T02:25:30.868491Z,"Yes. Changing the hydrogen nuclear spin from \(1/2\) to \(0\) alters the hyperfine/statistical weighting and symmetry/selection rules, but it does not significantly change the nuclear masses or the electronic potential energy barrier along the ammonia inversion coordinate. Since tunneling in \(\mathrm{NH_3}\) is governed mainly by that barrier and the relevant nuclear motion, the inversion tunneling would persist, though the detailed spectrum would be different.",no,False,graded,"Yes. Changing the hydrogen nuclear spin from \(1/2\) to \(0\) alters the hyperfine/statistical weighting and symmetry/selection rules, but it does not significantly change the nuclear masses or the electronic potential energy barrier along the ammonia inversion coordinate. Since tunneling in \(\mathrm{NH_3}\) is governed mainly by that barrier and the relevant nuclear motion, the inversion tunneling would persist, though the detailed spectrum would be different.","The extracted final answer says the molecule would still exhibit tunneling (“Yes”), but the provided correct answer is “no.” These are direct opposites, so they do not match.",100,1,model_error,1,90,643,180,733,0.0008217500000000001,4677.255749993492
hle-smoke-5-paid-e2e-v1,job_07b9618f2c896329a11498af,solo-e-low|670f00dc79750a6c73259f4d|job:job_07b9618f2c896329a11498af,solo-e-low,solo,1de48b89-c4ea-41cf-8b4f-2714d338a450,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,success,completed_valid,1,1,2026-06-13T02:25:15.873623Z,C,E,False,graded,C,"The extracted answer is C, which does not match the correct answer E. This is a direct mismatch with no acceptable equivalence.",100,1,model_error,1,113,128,48,241,0.00018260000000000002,1589.8927920497954
hle-smoke-5-paid-e2e-v1,job_c0b210e0bd0a1dedc5204b10,solo-e-low|671f449c879059a81a74468c|job:job_c0b210e0bd0a1dedc5204b10,solo-e-low,solo,93a40c7d-614e-491c-9f1b-247eefa39c66,671f449c879059a81a74468c,1,Other,multiple_choice,success,completed_valid,1,1,2026-06-13T02:25:16.929262Z,D,D,True,graded,D,"The response explicitly gives the final answer as D, which exactly matches the provided correct answer D.",100,1,correct,1,106,240,182,346,0.0003212,2653.4763750387356
hle-smoke-5-paid-e2e-v1,job_0f26a9b487ce23e22565efca,supervisor-w-low-s-low-r1|66ea814c5544860edb5aa9fa|job:job_0f26a9b487ce23e22565efca,supervisor-w-low-s-low-r1,supervisor,33696a13-d8b1-4f8e-bb1d-bff167e9b6e7,66ea814c5544860edb5aa9fa,1,Chemistry,short_answer,success,completed_valid,1,1,2026-06-13T02:28:13.953271Z,1.8\times10^{-3}\ \text{mol L}^{-1},1.776 * 10^-3,True,graded,1.8\times10^{-3}\ \text{mol L}^{-1},"The response’s final numerical answer, 1.8 × 10^-3 mol L^-1, is very close to the correct answer 1.776 × 10^-3 mol L^-1. The difference is small (about 1.4%), which is within a reasonable margin of error for a numerical approximation.",98,1,correct,3,2860,5449,3463,8309,0.00738325,37579.01304203551
hle-smoke-5-paid-e2e-v1,job_1c2a4e76c83b2261566a1481,supervisor-w-low-s-low-r1|670147f7dc193e3fa8260419|job:job_1c2a4e76c83b2261566a1481,supervisor-w-low-s-low-r1,supervisor,969c9525-a79c-437a-be61-c2ac06d4b90f,670147f7dc193e3fa8260419,1,Math,short_answer,success,completed_valid,1,1,2026-06-13T02:27:50.549833Z,4,3,False,graded,4,"The response’s final answer is 4, but the provided correct answer is 3. These do not match, so the extracted final answer is incorrect.",100,1,model_error,3,1416,1959,767,3375,0.0027319500000000004,14895.272750000004
hle-smoke-5-paid-e2e-v1,job_1e160e30f665cb35beb6e5da,supervisor-w-low-s-low-r1|6702db18a423c5b9f9c1c49c|job:job_1e160e30f665cb35beb6e5da,supervisor-w-low-s-low-r1,supervisor,abc65c98-6e97-49a0-9c92-c0b68ca1c33e,6702db18a423c5b9f9c1c49c,1,Physics,short_answer,success,completed_valid,1,1,2026-06-13T02:27:56.973408Z,"Yes. The ammonia inversion tunneling is controlled primarily by the electronic potential and the (unchanged) proton masses along the inversion coordinate; changing the proton nuclear spin to 0 mainly affects nuclear-spin symmetry/selection rules and removes hyperfine structure, but it does not eliminate the tunneling.",no,False,graded,"Yes. The ammonia inversion tunneling is controlled primarily by the electronic potential and the (unchanged) proton masses along the inversion coordinate; changing the proton nuclear spin to 0 mainly affects nuclear-spin symmetry/selection rules and removes hyperfine structure, but it does not eliminate the tunneling.","The extracted final answer says the opposite of the provided correct_answer. The correct_answer is 'no', while the response explicitly concludes 'Yes' and asserts that tunneling would still occur. This is a direct contradiction, not a small difference.",100,1,model_error,2,536,705,192,1241,0.00098845,6413.707625004463
hle-smoke-5-paid-e2e-v1,job_92899d1bb655b63a07ac78ee,supervisor-w-low-s-low-r1|670f00dc79750a6c73259f4d|job:job_92899d1bb655b63a07ac78ee,supervisor-w-low-s-low-r1,supervisor,967d505e-60ba-4a5e-acf2-c080abcc8a7e,670f00dc79750a6c73259f4d,1,Biology/Medicine,multiple_choice,success,completed_valid,1,1,2026-06-13T02:27:36.366742Z,C,E,False,graded,C,"The extracted final answer is C, but the provided correct answer is E. These do not match, so the response is incorrect.",100,1,model_error,2,299,270,117,569,0.00039730000000000006,3644.8334159795195
hle-smoke-5-paid-e2e-v1,job_38586c99be3e0076eaf44e28,supervisor-w-low-s-low-r1|671f449c879059a81a74468c|job:job_38586c99be3e0076eaf44e28,supervisor-w-low-s-low-r1,supervisor,fb1633f6-4473-40b1-882a-9591d99bb62b,671f449c879059a81a74468c,1,Other,multiple_choice,success,completed_valid,1,1,2026-06-13T02:27:35.646846Z,D,D,True,graded,D,"The extracted final answer is D, which exactly matches the provided correct answer D.",100,1,correct,3,620,750,452,1370,0.0010615,7372.021167015191
